,amount,symbol,cash,date,signer,receiver,asset
2245,127.989911,USDC,USDC,2022-03-04T05:21:34Z,JBesF3mNG5qXhSq5hPBWH6e3EVHM15dP1xyof3KhfahU,JBesF3mNG5qXhSq5hPBWH6e3EVHM15dP1xyof3KhfahU,MNGO
2246,944.27852,USDC,USDC,2022-03-04T05:48:20Z,B7Nsk6Hh7hAJmCKfWzduLM8K6b8ivk1W2qTLYNgprsJs,B7Nsk6Hh7hAJmCKfWzduLM8K6b8ivk1W2qTLYNgprsJs,SOL
2247,20036.826205,USDC,USDC,2022-03-04T06:09:50Z,ERGranFSj9arJtQqridkP7qFXGmLdV5qyAoR683pQ64J,ERGranFSj9arJtQqridkP7qFXGmLdV5qyAoR683pQ64J,BTC
2248,1.007607,USDC,USDC,2022-03-04T06:20:28Z,Bp5Xh8ELbXFrtdLGXeEqpbo78gSEY5zF45fqkz5sQdWC,Bp5Xh8ELbXFrtdLGXeEqpbo78gSEY5zF45fqkz5sQdWC,SOL
2249,10.179334,USDC,USDC,2022-03-04T06:21:15Z,HqTGCMmHxyYqB4j5WZkwC3diT5eku9eqFHZAahzbvwGs,HqTGCMmHxyYqB4j5WZkwC3diT5eku9eqFHZAahzbvwGs,SOL
2250,5.027097,USDC,USDC,2022-03-04T07:19:33Z,Ef751DoXoC1F1EP1eUJBnfg4UQ1tLW6AG7sz75Y98BNp,Ef751DoXoC1F1EP1eUJBnfg4UQ1tLW6AG7sz75Y98BNp,MNGO
2251,503.754722,USDC,USDC,2022-03-04T07:44:03Z,BvMihzShwWCtjWvCHaNC95vv7mxKRb3UhZKMPyVyvrzk,BvMihzShwWCtjWvCHaNC95vv7mxKRb3UhZKMPyVyvrzk,MNGO
2252,10.099542,USDC,USDC,2022-03-04T08:10:04Z,BU7Qvgw92KsyoDvh1HbDVpGyJhjU8R6v2jumMotdkZ6t,BU7Qvgw92KsyoDvh1HbDVpGyJhjU8R6v2jumMotdkZ6t,SOL
2253,3009.029068,USDC,USDC,2022-03-04T08:44:44Z,7FkVHPNHTJ8Kz361kus3pVBwGEnoKGy3KfJJQ1QfHv7,7FkVHPNHTJ8Kz361kus3pVBwGEnoKGy3KfJJQ1QfHv7,BTC
2254,18684.195788,USDC,USDC,2022-03-04T08:50:37Z,Ekqb1VcCdyS9wjPEZgxGWgyQLzPEBkBEMN54sjJHwsrR,Ekqb1VcCdyS9wjPEZgxGWgyQLzPEBkBEMN54sjJHwsrR,SOL
2255,2983.340955,USDC,USDC,2022-03-04T09:13:40Z,8k7DfRJKe2dPhirUoaRUYKTkzwUmWgoVnLFkfm4fYWaq,8k7DfRJKe2dPhirUoaRUYKTkzwUmWgoVnLFkfm4fYWaq,SOL
2256,101.793348,USDC,USDC,2022-03-04T09:20:21Z,CEFoWS7tkzjsdYU1qaxxPpn278sD8MYM4aennhDhFKrj,CEFoWS7tkzjsdYU1qaxxPpn278sD8MYM4aennhDhFKrj,SOL
2257,1383.87141,USDC,USDC,2022-03-04T09:26:02Z,4SfZ3DSk2LnPvs5jxXJi7jcUvXWPY7xMs5UyS7JJHtRw,4SfZ3DSk2LnPvs5jxXJi7jcUvXWPY7xMs5UyS7JJHtRw,MNGO
2258,934.519032,USDC,USDC,2022-03-04T09:44:49Z,CEsjzSfj9h8bGBqs6v7Z2xzVSKRLFBTgFe68QcJ1JBq,CEsjzSfj9h8bGBqs6v7Z2xzVSKRLFBTgFe68QcJ1JBq,SOL
2259,1028.779382,USDC,USDC,2022-03-04T10:14:46Z,C8Np2aovnsoDidSVq2SiB3dAY46e92f3ZVvvVU3TxyoL,C8Np2aovnsoDidSVq2SiB3dAY46e92f3ZVvvVU3TxyoL,MNGO
2260,1583.146369,USDC,USDC,2022-03-04T10:57:42Z,EQ2iH77yXVh8Y96Cfhnqmt3AB85Ys61ZiYY5Qgyri3LX,EQ2iH77yXVh8Y96Cfhnqmt3AB85Ys61ZiYY5Qgyri3LX,SOL
2261,996.292494,USDC,USDC,2022-03-04T11:13:35Z,GA8aWdbzWPYeNLvUxaPWqcEksjBdD5SjefziD1ccbrQo,GA8aWdbzWPYeNLvUxaPWqcEksjBdD5SjefziD1ccbrQo,MNGO
2262,52.29901,USDC,USDC,2022-03-04T12:34:01Z,6KLqAzXmhJ6hg1YTDL9yDY57RRp8HrN5npx61fVGLAQM,6KLqAzXmhJ6hg1YTDL9yDY57RRp8HrN5npx61fVGLAQM,MNGO
2263,602.006553,USDC,USDC,2022-03-04T13:38:49Z,Ehw3RgdbzyAHHddgSv7F6f3WtYhyBtRg2ropQaWGgwcL,Ehw3RgdbzyAHHddgSv7F6f3WtYhyBtRg2ropQaWGgwcL,SOL
2264,10459.008395,USDC,USDC,2022-03-04T14:11:07Z,64FzdSkh4FKg6ihKxeZJYThXmXCxxCTxNdmTi1Wk7pGv,64FzdSkh4FKg6ihKxeZJYThXmXCxxCTxNdmTi1Wk7pGv,SOL
2265,203.844743,USDC,USDC,2022-03-04T14:13:22Z,Eof9yzRj4NpfkinvWmtCyPp4FewYmQL682SVsXW5badr,Eof9yzRj4NpfkinvWmtCyPp4FewYmQL682SVsXW5badr,SOL
2266,3029.862616,USDC,USDC,2022-03-04T14:14:15Z,E2aDXpk16ip23E3eEHAxXBtudF9V22pYj2e69saCpqJA,E2aDXpk16ip23E3eEHAxXBtudF9V22pYj2e69saCpqJA,SOL
2267,802.675405,USDC,USDC,2022-03-04T15:11:50Z,Bk3gZUNc63hjquiT5CymqzDJFZeiUdVpWPct8EoLgHtG,Bk3gZUNc63hjquiT5CymqzDJFZeiUdVpWPct8EoLgHtG,SOL
2268,92460.506968,USDC,USDC,2022-03-04T15:21:34Z,jDvGb2eTTqiLYeKdweqteiGov59amfS8QxqFYy7ojxA,jDvGb2eTTqiLYeKdweqteiGov59amfS8QxqFYy7ojxA,SOL
2269,606.892839,USDC,USDC,2022-03-04T17:00:46Z,6BXe5qkLdrEQVHjvboyXmhoZCQtfYqqfy5ph1EYJxKkp,6BXe5qkLdrEQVHjvboyXmhoZCQtfYqqfy5ph1EYJxKkp,SOL
2270,10.308909,USDC,USDC,2022-03-04T17:12:36Z,4Uuay8hqDH9j9rNu9dRscDckQfXvJHCxJ1e11bjbvk1m,4Uuay8hqDH9j9rNu9dRscDckQfXvJHCxJ1e11bjbvk1m,BTC
2271,197.074587,USDC,USDC,2022-03-04T17:25:33Z,ChHzjqoGhMiDXoUUVvT1ckT95YLeJ2BAFmiL9baTA4HZ,ChHzjqoGhMiDXoUUVvT1ckT95YLeJ2BAFmiL9baTA4HZ,SOL
2272,92.166412,USDC,USDC,2022-03-04T18:04:25Z,44ueaNRHbLtPpZ1QbRx8BYG9PYyJZkgiRgJ5Cv2Z1waC,44ueaNRHbLtPpZ1QbRx8BYG9PYyJZkgiRgJ5Cv2Z1waC,SOL
2273,14.248706,USDC,USDC,2022-03-04T19:20:27Z,9WWEFnrjnoWWcjzYvivKwo7m4773htpLaD9jdMooFrKx,9WWEFnrjnoWWcjzYvivKwo7m4773htpLaD9jdMooFrKx,SOL
2274,386.744531,USDC,USDC,2022-03-04T20:10:28Z,BK2RN9hteeixkD6CKGWCCC5TZwMtMivxurZiufgwrH3j,BK2RN9hteeixkD6CKGWCCC5TZwMtMivxurZiufgwrH3j,SOL
2275,79.37861,USDC,USDC,2022-03-04T20:41:31Z,GoULoW4qHhAxDdEZWxfAiPgj41ZjTBZqx7ooaydQTzqj,GoULoW4qHhAxDdEZWxfAiPgj41ZjTBZqx7ooaydQTzqj,BTC
2276,46.81959,USDC,USDC,2022-03-04T21:06:04Z,8B2QcBBuakggJPZrmDS82C6FVrBXg7KbXWAYmZVgUJ2z,8B2QcBBuakggJPZrmDS82C6FVrBXg7KbXWAYmZVgUJ2z,SOL
2277,26.492669,USDC,USDC,2022-03-04T21:25:25Z,BR6tnymhSfVkHzDiaZvMm4aCBf1iSAZN6Lru8UjH7A2H,BR6tnymhSfVkHzDiaZvMm4aCBf1iSAZN6Lru8UjH7A2H,SOL
2278,5688.348688,USDC,USDC,2022-03-04T21:39:23Z,HkcE9sqQAnjJtECiFsqGMNmUho3ptXkapUPAqgZQbBSY,HkcE9sqQAnjJtECiFsqGMNmUho3ptXkapUPAqgZQbBSY,BTC
2279,26240.238257,USDC,USDC,2022-03-04T23:09:04Z,8ZzoYxJyCw2QPuAxWJMsVmjNyuy9NiNy2rNKxKajb8We,8ZzoYxJyCw2QPuAxWJMsVmjNyuy9NiNy2rNKxKajb8We,SOL
2280,95.307195,USDC,USDC,2022-03-05T00:32:25Z,mmGdMwUaNpo3dLyc96vaMRLwiPU6djAA2ATynmrHGM6,mmGdMwUaNpo3dLyc96vaMRLwiPU6djAA2ATynmrHGM6,SOL
2281,94.416305,USDC,USDC,2022-03-05T03:46:05Z,AvLA5VRh9RkHvqt1RjMs19TPhXNnHBR4UyarTDCUR1Hj,AvLA5VRh9RkHvqt1RjMs19TPhXNnHBR4UyarTDCUR1Hj,SOL
2282,19.578893,USDC,USDC,2022-03-05T05:24:09Z,4HEZWGUeQaG4YkV9vhmYEh3SWnrtx3B948FdsSbbsZMZ,4HEZWGUeQaG4YkV9vhmYEh3SWnrtx3B948FdsSbbsZMZ,MNGO
2283,9.068238,USDC,USDC,2022-03-05T05:46:22Z,9emkcVHKsfVXjUGsooU3vUMGpa2KquAVAi5rZ6uLiSov,9emkcVHKsfVXjUGsooU3vUMGpa2KquAVAi5rZ6uLiSov,SOL
2284,25.048098,USDC,USDC,2022-03-05T12:19:59Z,HsU6tvutq1shymZJ7xQHMrmQVQEfcN1uZjYY4kHYXY7z,HsU6tvutq1shymZJ7xQHMrmQVQEfcN1uZjYY4kHYXY7z,MNGO
2285,9363.918175,USDC,USDC,2022-03-05T12:20:42Z,8cbnR416qGpfUxhBR4msuLH1zqcL7tZdU9E66RM6vsin,8cbnR416qGpfUxhBR4msuLH1zqcL7tZdU9E66RM6vsin,SOL
2286,189.494794,USDC,USDC,2022-03-05T13:19:28Z,4ZzN14a2VfCnZ4gX8MPXZdeVZoiaqS6SnAMLacxi5vGE,4ZzN14a2VfCnZ4gX8MPXZdeVZoiaqS6SnAMLacxi5vGE,SOL
2287,360.348454,USDC,USDC,2022-03-05T14:49:24Z,HEDPBVnYv8KmjkZyYvVJYXhdTZ9qEm3Jz14a4N9tBkWP,HEDPBVnYv8KmjkZyYvVJYXhdTZ9qEm3Jz14a4N9tBkWP,SOL
2288,8608.384058,USDC,USDC,2022-03-05T16:06:05Z,6QyXjmR78n1WBqo5BDYv1mwqeUiWLpLyaYgvBYLA642i,6QyXjmR78n1WBqo5BDYv1mwqeUiWLpLyaYgvBYLA642i,SOL
2289,16685.387471,USDC,USDC,2022-03-05T16:21:28Z,BD7bfrphVNMJmEALxY3Qom384hDBq8wZwip5Eqq6mQeE,BD7bfrphVNMJmEALxY3Qom384hDBq8wZwip5Eqq6mQeE,SOL
2290,16.232303,USDC,USDC,2022-03-06T02:10:50Z,Cow1sYTSGeEZfEtozVGhenGZ3VVuvEE8xP5heuYhgrXt,Cow1sYTSGeEZfEtozVGhenGZ3VVuvEE8xP5heuYhgrXt,SOL
2291,1930.974661,USDC,USDC,2022-03-06T04:49:00Z,3gBGxxrsgwd7qmw5JQfXjYfyxVCmFBq4CeEjnLb66iQt,3gBGxxrsgwd7qmw5JQfXjYfyxVCmFBq4CeEjnLb66iQt,SOL
2292,9.943686,USDC,USDC,2022-03-06T04:55:32Z,8wWNrLdCkcCrHrkj9iapub3F7qchgct3xRpTBXutJ5TJ,8wWNrLdCkcCrHrkj9iapub3F7qchgct3xRpTBXutJ5TJ,ETH
2293,105.865082,USDC,USDC,2022-03-06T10:50:48Z,FpF4LkqnTsAcXhqnvdYmxuT6qEuuNQWchfBayQxHDiDB,FpF4LkqnTsAcXhqnvdYmxuT6qEuuNQWchfBayQxHDiDB,SOL
2294,473.736988,USDC,USDC,2022-03-06T16:23:10Z,6GpfXvXtAQbeSmn1DZ3DYWZDrGzrXADqjdkmig1JMiAR,6GpfXvXtAQbeSmn1DZ3DYWZDrGzrXADqjdkmig1JMiAR,SOL
2295,124.0,USDC,USDC,2022-03-06T16:59:14Z,68kSjSHoKy5sJ3yBKQStKk5vFtLYWaZN6qKEBjuj94Tv,68kSjSHoKy5sJ3yBKQStKk5vFtLYWaZN6qKEBjuj94Tv,SOL
2296,258.463745,USDC,USDC,2022-03-06T18:07:44Z,E2DAq6k6imt545hgsD2DxHgRe7ma9sqb29M85mKfgcc1,E2DAq6k6imt545hgsD2DxHgRe7ma9sqb29M85mKfgcc1,SOL
2297,4.594874,USDC,USDC,2022-03-06T21:40:36Z,FAprSqAv1mKmjLa2VU4pLstrzCQ51x3XsmDBJNXMnkGy,FAprSqAv1mKmjLa2VU4pLstrzCQ51x3XsmDBJNXMnkGy,SOL
2298,1.0,USDC,USDC,2022-03-07T03:39:55Z,8dbR8MtEnfJj6E1GA2qvZFJQ4oh8bXbzfird2L3J7uVe,8dbR8MtEnfJj6E1GA2qvZFJQ4oh8bXbzfird2L3J7uVe,BTC
2299,1953.532113,USDC,USDC,2022-03-07T11:21:01Z,824N74d6cLpkvHPbhXxuBVZ72xePFKAhVKVyYsFW4kp8,824N74d6cLpkvHPbhXxuBVZ72xePFKAhVKVyYsFW4kp8,SOL
2300,200.602383,USDC,USDC,2022-03-07T21:46:52Z,DXzb1XpqidJymPBFgGpbSQs1dn3fdV3c9Fswn6JC4Dq3,DXzb1XpqidJymPBFgGpbSQs1dn3fdV3c9Fswn6JC4Dq3,SOL
2301,400.180055,USDC,USDC,2022-03-07T22:40:41Z,Ge3Cg7bSdfFKJMLXbXaZRFiFe7tvsU4SJivWe8UiWVi,Ge3Cg7bSdfFKJMLXbXaZRFiFe7tvsU4SJivWe8UiWVi,MNGO
2302,403.983293,USDC,USDC,2022-03-07T22:46:55Z,2ktMsrdMjd9wzBmDnFgKnuYGGB2VvxKhTQzwCyWjYAMk,2ktMsrdMjd9wzBmDnFgKnuYGGB2VvxKhTQzwCyWjYAMk,SOL
2303,473.736988,USDC,USDC,2022-03-08T10:35:21Z,HiAB3SBbxHpFe6nZaGe7XfZA12qzMWManHXcwWTXZej9,HiAB3SBbxHpFe6nZaGe7XfZA12qzMWManHXcwWTXZej9,SOL
2304,473.736988,USDC,USDC,2022-03-08T10:36:43Z,HqJuiejigF6oqaPjJ2iiSiQFHSPDeWDLvMQjzv7i7v3T,HqJuiejigF6oqaPjJ2iiSiQFHSPDeWDLvMQjzv7i7v3T,SOL
2305,473.736988,USDC,USDC,2022-03-08T10:40:22Z,6G9SXAso6QSWDD5vpjpujD7cyE8d8f1AvfmvVB6jR1WK,6G9SXAso6QSWDD5vpjpujD7cyE8d8f1AvfmvVB6jR1WK,SOL
2306,473.736988,USDC,USDC,2022-03-08T10:42:22Z,AMVmDprm9UWkuyF4Le9VZtgtJHGoEgeQCRe8o4funsW9,AMVmDprm9UWkuyF4Le9VZtgtJHGoEgeQCRe8o4funsW9,SOL
2307,473.736988,USDC,USDC,2022-03-08T10:47:27Z,BEpnkCmAGMFhZDVPAdiVFKiwi5SpdKL1GeHmdHG228PH,BEpnkCmAGMFhZDVPAdiVFKiwi5SpdKL1GeHmdHG228PH,SOL
2308,473.736988,USDC,USDC,2022-03-08T10:49:35Z,D3ScXSDHqLwZaegKhiuTtRytHT65i6dxdMVsmhgkJNF1,D3ScXSDHqLwZaegKhiuTtRytHT65i6dxdMVsmhgkJNF1,SOL
2309,473.736988,USDC,USDC,2022-03-08T10:51:26Z,CUQPhnfg7YMVz9WRLV4Y7sSftJKzAmJo2d2F3mVSnNuj,CUQPhnfg7YMVz9WRLV4Y7sSftJKzAmJo2d2F3mVSnNuj,SOL
2310,473.736988,USDC,USDC,2022-03-08T10:53:40Z,AQgZPZfRrCqkZDwDGbnQ5CmbzKHm1R3cm92kWJo4YAar,AQgZPZfRrCqkZDwDGbnQ5CmbzKHm1R3cm92kWJo4YAar,SOL
2311,473.736988,USDC,USDC,2022-03-08T10:56:14Z,41eMWKGPR5bhyFib4M741u7McTNpnQMfVMMYwGowkdh7,41eMWKGPR5bhyFib4M741u7McTNpnQMfVMMYwGowkdh7,SOL
2312,93.719744,USDC,USDC,2022-03-09T05:06:57Z,EJ4svPo3b2JnaZW3hfaBHTjxa7rDpScrPUmhKKjm8hqJ,EJ4svPo3b2JnaZW3hfaBHTjxa7rDpScrPUmhKKjm8hqJ,SOL
2313,90.064576,USDC,USDC,2022-03-09T05:38:49Z,HXXvFM7CDNVtSvXPm8M2u28XvCx9c43YFBthpLtjC1C6,HXXvFM7CDNVtSvXPm8M2u28XvCx9c43YFBthpLtjC1C6,SOL
2314,3000.0,USDC,USDC,2022-03-09T06:22:59Z,7xGLnzt5jKHfVUvq48JvkBnmBgF8SMARW3SwMkcBmtVy,7xGLnzt5jKHfVUvq48JvkBnmBgF8SMARW3SwMkcBmtVy,SOL
2315,350.744028,USDC,USDC,2022-03-09T13:03:17Z,ELp1ZswYAJ3mG8ZaX656nM4cotWGQEKthTaQL2Cr4huS,ELp1ZswYAJ3mG8ZaX656nM4cotWGQEKthTaQL2Cr4huS,ETH
2316,0.004327,USDC,USDC,2022-03-10T19:53:17Z,FEnFc3wBnUjqf8Mu7FkmjQLjtt4MpTZyNK4eRGaf6D9Q,FEnFc3wBnUjqf8Mu7FkmjQLjtt4MpTZyNK4eRGaf6D9Q,SOL
2317,864.936146,USDC,USDC,2022-03-11T03:01:55Z,EyMuiRSCwR1FSTCSW8BYLsU71knHTq6d24pUqg6bwi4s,EyMuiRSCwR1FSTCSW8BYLsU71knHTq6d24pUqg6bwi4s,ETH
2318,652.187215,USDC,USDC,2022-03-11T03:21:22Z,5k7LCfaBT15uPeY2KEQdeKT8U71JywYa3SrDjinfpRjS,5k7LCfaBT15uPeY2KEQdeKT8U71JywYa3SrDjinfpRjS,BTC
2319,1203.292884,USDC,USDC,2022-03-11T03:24:15Z,129soXcPUEYUkE7aJzoDkq8tEANtaptoPaf8EQXMo6U9,129soXcPUEYUkE7aJzoDkq8tEANtaptoPaf8EQXMo6U9,SOL
2320,10166.862143,USDC,USDC,2022-03-11T03:45:27Z,CtBL9JB2x5rtg43cJbxKZ6caoHV1YDmQzr4mjRmbsod2,CtBL9JB2x5rtg43cJbxKZ6caoHV1YDmQzr4mjRmbsod2,BTC
2321,23.582864,USDC,USDC,2022-03-11T04:18:14Z,HYS32kFZKNCtpTXnf9mJbsdPaqeuvt7FCdweXmmKENkM,HYS32kFZKNCtpTXnf9mJbsdPaqeuvt7FCdweXmmKENkM,SOL
2322,92.692753,USDC,USDC,2022-03-11T04:54:19Z,99vEX7QUYEihiivtV5HEupmFEyZnnsT2dQcwUjeiuBcy,99vEX7QUYEihiivtV5HEupmFEyZnnsT2dQcwUjeiuBcy,SOL
2323,3991.212445,USDC,USDC,2022-03-11T06:01:54Z,CtBL9JB2x5rtg43cJbxKZ6caoHV1YDmQzr4mjRmbsod2,CtBL9JB2x5rtg43cJbxKZ6caoHV1YDmQzr4mjRmbsod2,SOL
2324,470.812962,USDC,USDC,2022-03-11T06:57:26Z,FAprSqAv1mKmjLa2VU4pLstrzCQ51x3XsmDBJNXMnkGy,FAprSqAv1mKmjLa2VU4pLstrzCQ51x3XsmDBJNXMnkGy,SOL
2325,6777.000814,USDC,USDC,2022-03-11T07:21:10Z,E6gtYUmFLbfiEMyeHa9uQpoyS1bqH2Zi3SKYvTALkdvQ,E6gtYUmFLbfiEMyeHa9uQpoyS1bqH2Zi3SKYvTALkdvQ,BTC
2326,201.42092,USDC,USDC,2022-03-11T09:59:04Z,J5puJuiLDAuMMkmD5RUTee6F4nZE5hQYDRWn7foXB7Bb,J5puJuiLDAuMMkmD5RUTee6F4nZE5hQYDRWn7foXB7Bb,SOL
2327,107.283593,USDC,USDC,2022-03-11T10:19:55Z,8Du6xciGvVLmbYNXbBMBau9pFEKChyCvh5RLodvrCyiv,8Du6xciGvVLmbYNXbBMBau9pFEKChyCvh5RLodvrCyiv,SOL
2328,469.950621,USDC,USDC,2022-03-11T10:27:10Z,BGUW4Fu6MK8J3Xcce1EzmJjnTA7MUmMkKs8SbgZggZfB,BGUW4Fu6MK8J3Xcce1EzmJjnTA7MUmMkKs8SbgZggZfB,SOL
2329,113.414085,USDC,USDC,2022-03-11T10:29:42Z,8ZF9SdsrYYyXzrU5zJSswhe6hnYaLWjmj5zyWZ8kP2vd,8ZF9SdsrYYyXzrU5zJSswhe6hnYaLWjmj5zyWZ8kP2vd,SOL
2330,100.541957,USDC,USDC,2022-03-11T12:34:18Z,Dh5mc3cqmGFuW5jPEi18mkXWxmoYWevsqnE2pEj6Ax2x,Dh5mc3cqmGFuW5jPEi18mkXWxmoYWevsqnE2pEj6Ax2x,MNGO
2331,61.742265,USDC,USDC,2022-03-11T12:47:38Z,87kv6fc4VfxKEuTjmFMn4b3PXBkdJ5Da5NaGB4nNovkm,87kv6fc4VfxKEuTjmFMn4b3PXBkdJ5Da5NaGB4nNovkm,SOL
2332,10172.237464,USDC,USDC,2022-03-11T14:10:00Z,BFHS21htuXubiKCo2CCJEUEwZ96GwfQ2dMJF5eVEnK8f,BFHS21htuXubiKCo2CCJEUEwZ96GwfQ2dMJF5eVEnK8f,SOL
2333,7405.365756,USDC,USDC,2022-03-11T14:37:47Z,Lpua2CFYLemW9xaMqJfHt6T6es1AXLfHDgwYdLt65qu,Lpua2CFYLemW9xaMqJfHt6T6es1AXLfHDgwYdLt65qu,SOL
2334,13423.673128,USDC,USDC,2022-03-11T15:29:52Z,6oJmFyTr4DQVDp9G3Dsq1z8LVUSaeHNtZPvjL1W5skoa,6oJmFyTr4DQVDp9G3Dsq1z8LVUSaeHNtZPvjL1W5skoa,SOL
2335,5138.480944,USDC,USDC,2022-03-11T15:32:09Z,3aofaB7D22bLWZfJN1ZWyej29ZuN2u2CDjgP91uddy1R,3aofaB7D22bLWZfJN1ZWyej29ZuN2u2CDjgP91uddy1R,SOL
2336,1691.822237,USDC,USDC,2022-03-11T15:35:45Z,HbYGGAm8xktYu4qAFp3C8ZMmrktw1EMJ2xhuRJ5JpJgD,HbYGGAm8xktYu4qAFp3C8ZMmrktw1EMJ2xhuRJ5JpJgD,SOL
2337,2853.074811,USDC,USDC,2022-03-11T17:59:53Z,ATTh3kkXwDtk6YA4guPtVvhwq47ejhoqZk1i3SuJ5jMh,ATTh3kkXwDtk6YA4guPtVvhwq47ejhoqZk1i3SuJ5jMh,SOL
2338,5.594023,USDC,USDC,2022-03-11T22:22:25Z,7KsXSkGUdJ7sSgNiX8GWF6kCNvuhwreiRa3PQaMv9FBY,7KsXSkGUdJ7sSgNiX8GWF6kCNvuhwreiRa3PQaMv9FBY,SOL
2339,5.594023,USDC,USDC,2022-03-11T22:32:20Z,HqA43hwK7WqPhX14aYVC9pjocfDpvkSWUSHXyhuHCWyZ,HqA43hwK7WqPhX14aYVC9pjocfDpvkSWUSHXyhuHCWyZ,SOL
2340,19.020498,USDC,USDC,2022-03-11T23:09:35Z,GrBQHjRf8MwpHWah474wUzEL4oJQRC4f6qdkzKsRZ5J1,GrBQHjRf8MwpHWah474wUzEL4oJQRC4f6qdkzKsRZ5J1,SOL
2341,15.53093,USDC,USDC,2022-03-11T23:13:08Z,GrBQHjRf8MwpHWah474wUzEL4oJQRC4f6qdkzKsRZ5J1,GrBQHjRf8MwpHWah474wUzEL4oJQRC4f6qdkzKsRZ5J1,BTC
2342,988.180605,USDC,USDC,2022-03-11T23:34:53Z,AAj6UHEAfCYxju3v8kGHSorevwxhLV4zSM36LfZgUmsP,AAj6UHEAfCYxju3v8kGHSorevwxhLV4zSM36LfZgUmsP,SOL
2343,213.040765,USDC,USDC,2022-03-11T23:35:23Z,HkcE9sqQAnjJtECiFsqGMNmUho3ptXkapUPAqgZQbBSY,HkcE9sqQAnjJtECiFsqGMNmUho3ptXkapUPAqgZQbBSY,SOL
2344,102.174851,USDC,USDC,2022-03-12T10:32:43Z,4ZikXjQTSR4A954oQDxVVWMtHyhRhPuiAsT7os9vDvRn,4ZikXjQTSR4A954oQDxVVWMtHyhRhPuiAsT7os9vDvRn,SOL
2345,23.665683,USDC,USDC,2022-03-13T21:12:01Z,C7kUxhQVt1PvaaxCsXi6qF9RP24MmCi9pdxAm4AVRwse,C7kUxhQVt1PvaaxCsXi6qF9RP24MmCi9pdxAm4AVRwse,SOL
2346,30481.409764,USDC,USDC,2022-03-14T11:06:42Z,HqMjfcBxrkMEHQcgJt9X43ovMCqDkbZSSaSy2zYeyUiC,HqMjfcBxrkMEHQcgJt9X43ovMCqDkbZSSaSy2zYeyUiC,SOL
2347,5.024255,USDC,USDC,2022-03-14T20:21:42Z,9fQTYU8MrbK9HrNfBJDrPrSGYFDfmB7wGPm9AiEqfyZy,9fQTYU8MrbK9HrNfBJDrPrSGYFDfmB7wGPm9AiEqfyZy,SOL
2348,1240.775484,USDC,USDC,2022-03-14T23:01:59Z,DeAQTdwYDBPSbwHzzQhvDKD3kQHWejMJVVF2T9uVep4d,DeAQTdwYDBPSbwHzzQhvDKD3kQHWejMJVVF2T9uVep4d,SOL
2349,259.331244,USDC,USDC,2022-03-15T04:01:21Z,2ukWCfsHwkXQZ5Yt4vL8412kNA9GTxyDNmRTyqAKBDkP,2ukWCfsHwkXQZ5Yt4vL8412kNA9GTxyDNmRTyqAKBDkP,SOL
2350,111.972683,USDC,USDC,2022-03-15T09:31:40Z,BsRywDvDbiFkN5bPxyqFALUiQQdbv8raPYM8Aw3spwPj,BsRywDvDbiFkN5bPxyqFALUiQQdbv8raPYM8Aw3spwPj,SOL
2351,92482.578904,USDC,USDC,2022-03-15T13:23:45Z,4shh3cJh28DHQAkjtuD9vsdi3i9U7ehfun9R5uypSsUy,4shh3cJh28DHQAkjtuD9vsdi3i9U7ehfun9R5uypSsUy,SOL
2352,463.434937,UST,UST,2022-01-21T09:20:54Z,CZiRHmqePKYP2hnWfuW6EsWsjYrsBdG91tXXXHs84JuF,CZiRHmqePKYP2hnWfuW6EsWsjYrsBdG91tXXXHs84JuF,LUNA
2353,256.128802,UST,UST,2022-01-25T14:58:02Z,G2aUAB7A6HLyLsabWfA1zJRTy7BfNfKJBcrVXmmpoHQR,G2aUAB7A6HLyLsabWfA1zJRTy7BfNfKJBcrVXmmpoHQR,LUNA
2354,94.34971,UST,UST,2022-01-26T17:34:28Z,DYmSowEG5dVNthLg4577BQWnwMhF51EAA5G4Gi3qQPQm,DYmSowEG5dVNthLg4577BQWnwMhF51EAA5G4Gi3qQPQm,LUNA
2355,0.01,UST,UST,2022-01-28T06:46:46Z,DxMJgeSVoe1cWo1NPExiAsmn83N3bADvkT86dSP1k7WE,DxMJgeSVoe1cWo1NPExiAsmn83N3bADvkT86dSP1k7WE,LUNA
2356,3910.267214,UST,UST,2022-01-28T09:04:33Z,4YQahZDiDXGtb4TiNVVyFxGt3f1sK2q9KRPBQckr9JQV,4YQahZDiDXGtb4TiNVVyFxGt3f1sK2q9KRPBQckr9JQV,LUNA
2357,6.185948,UST,UST,2022-01-28T09:21:27Z,HAFyrNXYwstw8rCEBA4KgwjC7bzpebE49R9sDnGEEzDa,HAFyrNXYwstw8rCEBA4KgwjC7bzpebE49R9sDnGEEzDa,LUNA
2358,5078.305252,UST,UST,2022-01-28T09:32:51Z,9Dyccozcu9m2e584gigkHGoPWLgf3j72pCwhKLeXhzQ1,9Dyccozcu9m2e584gigkHGoPWLgf3j72pCwhKLeXhzQ1,LUNA
2359,299.699985,UST,UST,2022-01-28T09:38:09Z,BoWSqukN26JQ1AkkfonXYeEee7YA9NZ3GSbRLdmCkfp3,BoWSqukN26JQ1AkkfonXYeEee7YA9NZ3GSbRLdmCkfp3,LUNA
